cmte_id,cand_id,cand_nm,recipient_nm,disb_amt,disb_dt,recipient_city,recipient_st,recipient_zip,disb_desc,memo_cd,memo_text,form_tp,file_num,tran_id,election_tp
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",13017.5,13-JUL-16,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1095740","SB23.147109","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",2750,12-DEC-16,"DUBLIN","NH","03444","DIRECT MAILING AND POSTAGE","","","SB23","1140629","SB23.150716","P2016",
C00580480,"P60006046","Walker, Scott","TOWN OF PETERBOROUGH",1540,19-AUG-15,"PETERBOROUGH","NH","03458","FACILITY RENTAL","","","SB23","1057127","SB23.5864","P2016",
C00580480,"P60006046","Walker, Scott","THE COMMON MAN INN",2467.6,07-SEP-15,"PLYMOUTH","NH","53590","NEITZEL 09/17 REIMBURSEMENT: TRAVEL: LOD","X","","SB23","1057127","SB23.5839","P2016",
C00580480,"P60006046","Walker, Scott","PRINTERS SQUARE",717.69,14-AUG-15,"MANCHESTER","NH","03103","DINERS CLUB MASTERCARD 08/19 PMT: PRINTI","X","","SB23","1057127","SB23.5503","P2016",
C00580480,"P60006046","Walker, Scott","PRINTERS SQUARE",1099.18,14-AUG-15,"MANCHESTER","NH","03103","DINERS CLUB MASTERCARD 08/19 PMT: PRINTI","X","","SB23","1057127","SB23.5504","P2016",
C00580480,"P60006046","Walker, Scott","GRANITE LISTS",794.72,21-JUN-16,"DUBLIN","NH","03444","LIST RENTAL","","","SB23","1089345","SB23.145532","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",5897.7,12-JUN-16,"DUBLIN","NH","03444","DIRECT MAIL PRINTING & POSTAGE","","","SB23","1089345","SB23.145523","P2016",
C00580480,"P60006046","Walker, Scott","GRANITE LISTS",1981.93,06-MAR-16,"DUBLIN","NH","03444","LIST RENTAL - FAIR MARKET VALUE","","","SB23","1066183","SB23.143765","P2016",
C00580480,"P60006046","Walker, Scott","GRANITE LISTS",3677.52,29-MAR-16,"DUBLIN","NH","03444","LIST RENTAL - FAIR MARKET VALUE","","","SB23","1066183","SB23.143766","P2016",
C00580480,"P60006046","Walker, Scott","LG STRATEGIES LLC",7500,29-MAR-16,"MANCHESTER","NH","03102","FIELD CONSULTING","","","SB23","1066183","SB23.143307","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",685.5,06-MAR-16,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1066183","SB23.143316","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",1018,29-MAR-16,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1066183","SB23.143317","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",1178.15,11-JAN-16,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1054762","SB23.140362","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",15000,13-JAN-16,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1054762","SB23.140363","P2016",
C00580480,"P60006046","Walker, Scott","LG STRATEGIES LLC",7500,23-SEP-15,"MANCHESTER","NH","03102","FIELD CONSULTING","","","SB23","1057127","SB23.5125","P2016",
C00580480,"P60006046","Walker, Scott","EXXON",13.45,21-AUG-15,"MANCHESTER","NH","03103","HALL REIMBURSEMENT: TRAVEL: FUEL","X","","SB23","1057130","SB23.139611","P2016",
C00580480,"P60006046","Walker, Scott","SANTOSUOSSO, LYNN",4550,23-SEP-15,"BARRINGTON","NH","03825","EVENT CONSULTING","","","SB23","1057127","SB23.5566","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",161028.14,28-JUL-15,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1057127","SB23.5570","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",89226.52,07-AUG-15,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1057127","SB23.5571","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",49361.74,19-AUG-15,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1057127","SB23.5572","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",22364.9,30-SEP-15,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1057127","SB23.5573","P2016",
C00580480,"P60006046","Walker, Scott","GRANITE LISTS LLC",801.34,13-MAY-16,"DUBLIN","NH","034440262","LIST RENTAL","","","SB23","1079095","SB23.144136","P2016",
C00580480,"P60006046","Walker, Scott","SEACOAST HARLEY DAVIDSON",466.52,04-SEP-15,"NORTH HAMPTON","NH","03862","CREDIT CARD PAYMENT: EVENT STAGING EXPEN","X","","SB23","1057130","SB23.139749","P2016",
C00580480,"P60006046","Walker, Scott","SEACOAST HARLEY DAVIDSON",325.91,04-SEP-15,"NORTH HAMPTON","NH","03862","CREDIT CARD PAYMENT: EVENT STAGING EXPEN","X","","SB23","1057130","SB23.139748","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",9357.27,07-DEC-15,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1057130","SB23.140036","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",13026.4,30-NOV-15,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1057130","SB23.140039","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",12265.6,12-NOV-15,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1057130","SB23.140037","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",12343.6,15-OCT-15,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1057130","SB23.140038","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",22498,01-OCT-15,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1057130","SB23.140040","P2016",
C00580480,"P60006046","Walker, Scott","PANERA",10.88,19-AUG-15,"DERRY","NH","03038","HALL REIMBURSEMENT: TRAVEL: FOOD","X","","SB23","1057130","SB23.139728","P2016",
C00580480,"P60006046","Walker, Scott","LG STRATEGIES LLC",7500,12-NOV-15,"MANCHESTER","NH","03102","FIELD CONSULTING","","","SB23","1057130","SB23.140017","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",792.1,07-OCT-16,"DUBLIN","NH","03444","DIRECT MAIL PRINTING AND POSTAGE","","","SB23","1126495","SB23.150550","P2016",
C00580480,"P60006046","Walker, Scott","GRANITE LISTS",568.86,28-OCT-16,"DUBLIN","NH","03444","LIST RENTAL","","","SB23","1126495","SB23.150551","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",4148.7,02-NOV-16,"DUBLIN","NH","03444","DIRECT MAIL PRINTING & POSTAGE","","","SB23","1135670","SB23.150610","P2016",
C00580480,"P60006046","Walker, Scott","SCM ASSOCIATES INC.",28110.27,16-SEP-16,"DUBLIN","NH","03444","DIRECT MAIL PRINTING & POSTAGE","","","SB23","1126447","SB23.150479","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",11.85,28-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139356","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",223.49,29-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139390","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",130,30-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139380","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",25.05,01-OCT-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139368","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",20.55,02-OCT-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139365","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",23.79,02-OCT-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139366","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",18.6,10-OCT-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139363","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",604.33,16-OCT-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139419","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",27,23-OCT-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139370","P2016",
C00580480,"P60006046","Walker, Scott","CHAMPPS AMERICANA NEWARK AIRPORT",15.52,31-JUL-15,"NEWARK","NJ","07201","KUKOWSKI REIMBURSEMENT: TRAVEL: FOOD","X","","SB23","1057130","SB23.139454","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",147.06,16-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139382","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",254.54,17-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139393","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",355.89,17-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139403","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",12,18-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139357","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",20.25,18-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139364","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",67.77,18-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139373","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",192.96,18-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139385","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",544.28,18-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139417","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",17.55,19-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139362","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",103.88,19-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139377","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",112.47,19-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139379","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",194.59,19-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139386","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",303.85,21-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139400","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",314.88,21-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139401","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",369.83,21-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139404","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",172.13,16-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4344","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",262.22,16-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4345","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",476.28,17-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4346","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",485.19,17-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4347","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",233.32,17-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4348","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",159.09,17-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4349","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",60.77,18-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4350","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",667.03,18-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4351","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",813.52,19-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4352","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",622.29,19-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4353","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",193.75,19-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4354","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",635.87,19-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4355","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",575.93,19-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4356","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",349.12,20-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4357","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",309.56,20-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4358","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",1531.29,20-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4359","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",1066.22,22-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4360","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",372.09,22-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4361","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",408.93,22-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4362","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",313.46,23-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4363","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",267.11,23-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4364","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",17.5,24-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4365","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",293.03,24-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4366","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",442.89,24-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4367","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",574.87,24-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4368","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",600.67,24-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4369","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",134.56,25-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4370","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",286.09,25-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4371","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",380.29,25-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4372","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",515.07,25-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 08/19 PMT: TRAVEL","X","","SB23","1057127","SB23.4373","P2016",
C00580480,"P60006046","Walker, Scott","TUSK PRODUCTIONS LLC",5072,16-SEP-15,"DENVILLE","NJ","07834","FUNDRAISING CONSULTING","","","SB23","1057127","SB23.5880","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",288.28,22-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139397","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",475.69,22-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139413","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",520.19,22-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139415","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",948.41,24-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139424","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",422.71,25-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139408","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",105,26-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139378","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",14.4,27-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139359","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",16.15,27-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139361","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",274.57,28-AUG-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139394","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",437.09,29-AUG-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139409","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",604.97,29-AUG-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139420","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",1494,29-AUG-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139429","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",448.27,30-AUG-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139410","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",100,31-AUG-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139376","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",345.28,31-AUG-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139402","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",200.36,02-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139387","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",200.36,02-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139388","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",1,03-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139351","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",130.2,03-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139381","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",150.46,04-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139383","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",150.46,04-SEP-15,"PARSIPPANY-TROY HILLS","NJ","07054","CREDIT CARD PAYMENT: TRAVEL: CAR RENTAL","X","","SB23","1057130","SB23.139384","P2016",
C00580480,"P60006046","Walker, Scott","TUSK PRODUCTIONS LLC",7500,12-JUN-16,"DENVILLE","NJ","07834","FUNDRAISING CONSULTING","","","SB23","1089345","SB23.145526","P2016",
C00580480,"P60006046","Walker, Scott","TUSK PRODUCTIONS LLC",143.13,25-JAN-16,"DENVILLE","NJ","07834","FUNDRAISING CONSULTING","","","SB23","1054762","SB23.140367","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",31.05,25-NOV-15,"PARSIPPANY-TROY HILLS","NJ","07054","2/26 DINERS CLUB PMT: TRAVEL: RENTAL CAR","X","","SB23","1056764","SB23.141599","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",574.71,15-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4334","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",574.71,15-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4335","P2016",
C00580480,"P60006046","Walker, Scott","AVIS RENT-A-CAR",307.26,15-JUL-15,"PARSIPPANY-TROY HILLS","NJ","07054","DINERS CLUB MASTERCARD 07/28: TRAVEL: CA","X","","SB23","1057127","SB23.4336","P2016",
